Country,Metric,Geography level,Unit,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,
Czechia,5G in the 3.4–3.8 GHz band,Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,42.3%,39.3%,
Czechia,Satellite,Total,% of Households,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,
Czechia,Overall broadband coverage,Total,% of Households,98.9%,99.2%,99.2%,99.3%,99.5%,99.6%,#N/A,#N/A,#N/A,#N/A,#N/A,
Czechia,DOCSIS 3.0 & FTTP coverage,Total,% of Households,#N/A,#N/A,#N/A,#N/A,51.7%,55.6%,#N/A,#N/A,#N/A,#N/A,#N/A,
Czechia,Cable modem,Total,% of Households,33.0%,33.4%,33.7%,38.3%,39.2%,41.6%,#N/A,#N/A,#N/A,#N/A,#N/A,
Czechia,WiMAX,Total,% of Households,70.6%,70.6%,70.6%,83.7%,79.8%,74.9%,#N/A,#N/A,#N/A,#N/A,#N/A,
Czechia,HSPA,Total,% of Households,94.9%,97.0%,97.0%,97.0%,97.0%,97.0%,#N/A,#N/A,#N/A,#N/A,#N/A,
Denmark,Land area,Total,km squared,4289480.0%,4289480.0%,4289480.0%,4289480.0%,4289500.0%,4289500.0%,4289500.0%,4289500.0%,4289500.0%,4289500.0%,4216300.0%,
Denmark,Population,Total,###,562723500.0%,565971500.0%,562723500.0%,565971500.0%,570725100.0%,574876900.0%,578119000.0%,580608100.0%,582276300.0%,588356200.0%,587342000.0%,
Denmark,Households,Total,###,283081600.0%,261859573.4%,269287900.0%,269877200.0%,271081700.0%,273839300.0%,275766900.0%,277992400.0%,281366300.0%,284697400.0%,286155900.0%,
Denmark,Broadband coverage (>2Mbps),Total,% of Households,98.6%,99.0%,99.0%,98.9%,99.2%,99.2%,99.3%,99.4%,#N/A,#N/A,#N/A,
Denmark,Broadband coverage (>30Mbps),Total,% of Households,82.8%,92.0%,92.0%,93.3%,94.6%,95.3%,96.4%,97.1%,97.7%,98.4%,98.8%,
Denmark,Broadband coverage (>100Mbps),Total,% of Households,46.8%,85.0%,87.0%,88.9%,91.2%,92.6%,94.3%,95.3%,96.3%,97.3%,98.0%,
Denmark,Broadband coverage (>1Gbps),Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,80.3%,86.5%,90.7%,91.6%,94.6%,
Denmark,Broadband coverage (>1Gbps upload and download),Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,73.9%,78.0%,84.6%,
Denmark,Fixed broadband coverage,Total,% of Households,99.1%,99.1%,99.0%,99.3%,99.5%,99.5%,99.0%,99.6%,99.6%,99.5%,99.6%,
Denmark,NGA coverage,Total,% of Households,82.6%,93.0%,91.7%,93.3%,94.6%,95.4%,96.0%,96.4%,97.7%,98.0%,98.8%,
Denmark,Fixed VHCN coverage (FTTP & DOCSIS 3.1),Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,93.0%,93.8%,94.9%,96.3%,97.2%,
Denmark,VHCN coverage (as defined by BEREC),Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.9%,
Denmark,DSL,Total,% of Households,98.2%,99.6%,98.0%,97.2%,96.1%,95.2%,94.2%,93.3%,90.6%,89.2%,87.8%,
Denmark,VDSL,Total,% of Households,21.7%,66.7%,63.0%,61.6%,62.0%,60.2%,61.5%,60.9%,59.4%,58.5%,57.5%,
Denmark,VDSL 2 Vectoring,Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,15.7%,15.7%,15.3%,15.1%,14.9%,
Denmark,FTTP,Total,% of Households,46.8%,52.4%,57.0%,58.1%,62.7%,64.4%,66.9%,70.1%,74.1%,77.9%,84.0%,
Denmark,Cable modem DOCSIS 3.0,Total,% of Households,61.7%,64.0%,65.0%,68.0%,68.8%,68.4%,68.4%,68.1%,67.5%,66.2%,66.1%,
Denmark,Cable modem DOCSIS 3.1,Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,68.3%,68.1%,67.1%,66.1%,66.1%,
Denmark,FWA,Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7.9%,5.6%,9.8%,10.4%,9.9%,
Denmark,LTE,Total,% of Households,73.7%,99.0%,99.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,#N/A,
Denmark,Average LTE coverage,Total,% of Households,#N/A,#N/A,#N/A,97.5%,97.5%,99.0%,100.0%,100.0%,100.0%,#N/A,#N/A,
Denmark,5G,Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,80.0%,98.0%,97.8%,100.0%,
Denmark,5G in the 3.4–3.8 GHz band,Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,75.0%,85.0%,
Denmark,Satellite,Total,% of Households,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,
Denmark,Overall broadband coverage,Total,% of Households,99.7%,99.5%,99.5%,100.0%,100.0%,100.0%,#N/A,#N/A,#N/A,#N/A,#N/A,
Denmark,DOCSIS 3.0 & FTTP coverage,Total,% of Households,#N/A,#N/A,#N/A,#N/A,85.9%,92.2%,#N/A,#N/A,#N/A,#N/A,#N/A,
Denmark,Cable modem,Total,% of Households,63.6%,64.0%,65.0%,68.1%,68.8%,68.4%,#N/A,#N/A,#N/A,#N/A,#N/A,
Denmark,WiMAX,Total,% of Households,0.0%,0.0%,3.0%,2.9%,5.1%,5.2%,#N/A,#N/A,#N/A,#N/A,#N/A,
Denmark,HSPA,Total,% of Households,99.1%,99.0%,99.0%,100.0%,100.0%,100.0%,#N/A,#N/A,#N/A,#N/A,#N/A,
Estonia,Land area,Total,km squared,4369800.0%,4369800.0%,4369800.0%,4369800.0%,4369800.0%,4369800.0%,4369800.0%,4369800.0%,4495100.0%,4495100.0%,4495100.0%,
Estonia,Population,Total,###,132017400.0%,131581900.0%,131581900.0%,131327100.0%,131327100.0%,131563500.0%,131913300.0%,132482000.0%,134809408.5%,133006800.0%,133179600.0%,
Estonia,Households,Total,###,57398869.6%,62658047.6%,59424027.1%,60857495.8%,60977925.0%,60962098.4%,59527422.1%,54294347.6%,55279934.6%,54514869.6%,54587722.4%,
Estonia,Broadband coverage (>2Mbps),Total,% of Households,84.7%,86.0%,86.8%,86.8%,84.9%,85.0%,85.1%,89.3%,#N/A,#N/A,#N/A,
Estonia,Broadband coverage (>30Mbps),Total,% of Households,61.4%,72.0%,76.3%,76.9%,78.6%,82.8%,83.7%,88.3%,89.2%,89.5%,100.0%,
Estonia,Broadband coverage (>100Mbps),Total,% of Households,51.5%,54.1%,58.3%,58.7%,61.1%,68.5%,74.3%,81.9%,83.5%,84.2%,84.4%,
Estonia,Broadband coverage (>1Gbps),Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,28.7%,35.4%,36.7%,56.5%,67.0%,
Estonia,Broadband coverage (>1Gbps upload and download),Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,55.8%,60.8%,
Estonia,Fixed broadband coverage,Total,% of Households,85.1%,86.0%,86.8%,90.9%,90.8%,90.9%,92.9%,93.0%,93.0%,97.8%,100.0%,
Estonia,NGA coverage,Total,% of Households,62.6%,75.1%,78.1%,79.1%,80.4%,82.9%,83.7%,88.8%,90.2%,89.9%,86.0%,
Estonia,Fixed VHCN coverage (FTTP & DOCSIS 3.1),Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,57.4%,70.9%,73.4%,76.3%,76.9%,
Estonia,VHCN coverage (as defined by BEREC),Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
Estonia,DSL,Total,% of Households,71.3%,72.1%,73.6%,73.7%,69.3%,69.1%,69.2%,71.2%,65.4%,61.4%,58.8%,
Estonia,VDSL,Total,% of Households,17.8%,44.6%,49.6%,55.2%,55.1%,55.2%,56.1%,59.1%,55.6%,55.3%,53.3%,
Estonia,VDSL 2 Vectoring,Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.3%,31.4%,37.4%,41.2%,45.4%,
Estonia,FTTP,Total,% of Households,43.0%,44.6%,47.5%,48.5%,50.7%,54.2%,57.4%,70.9%,73.4%,76.3%,76.9%,
Estonia,Cable modem DOCSIS 3.0,Total,% of Households,39.4%,46.5%,51.7%,51.7%,55.6%,65.7%,67.4%,76.7%,78.5%,79.0%,77.3%,
Estonia,Cable modem DOCSIS 3.1,Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0%,0.0%,0.0%,0.0%,0.0%,
Estonia,FWA,Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,85.7%,89.3%,92.9%,95.6%,99.9%,
Estonia,LTE,Total,% of Households,85.0%,79.2%,84.3%,98.8%,98.5%,99.3%,99.4%,100.0%,99.7%,99.9%,#N/A,
Estonia,Average LTE coverage,Total,% of Households,#N/A,#N/A,#N/A,94.5%,97.6%,97.6%,97.9%,98.2%,97.9%,#N/A,#N/A,
Estonia,5G,Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0%,18.3%,43.3%,87.5%,
Estonia,5G in the 3.4–3.8 GHz band,Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,14.5%,43.7%,
Estonia,Satellite,Total,% of Households,75.4%,75.4%,75.4%,75.4%,75.4%,75.4%,75.4%,75.4%,75.4%,75.4%,75.4%,
Estonia,Overall broadband coverage,Total,% of Households,99.8%,99.7%,99.5%,99.5%,99.6%,99.8%,#N/A,#N/A,#N/A,#N/A,#N/A,
Estonia,DOCSIS 3.0 & FTTP coverage,Total,% of Households,#N/A,#N/A,#N/A,#N/A,71.3%,82.8%,#N/A,#N/A,#N/A,#N/A,#N/A,
Estonia,Cable modem,Total,% of Households,42.9%,51.7%,54.0%,54.4%,56.1%,70.8%,#N/A,#N/A,#N/A,#N/A,#N/A,
Estonia,WiMAX,Total,% of Households,8.4%,8.7%,9.4%,3.3%,1.7%,1.7%,#N/A,#N/A,#N/A,#N/A,#N/A,
Estonia,HSPA,Total,% of Households,95.8%,99.0%,98.9%,98.8%,97.7%,98.1%,#N/A,#N/A,#N/A,#N/A,#N/A,
Finland,Land area,Total,km squared,33843240.0%,33843240.0%,33843240.0%,33843240.0%,33843240.0%,33843240.0%,33843240.0%,33843240.0%,33843240.0%,33843240.0%,33843240.0%,
Finland,Population,Total,###,540126700.0%,542667400.0%,545127000.0%,547175300.0%,548730800.0%,550329700.0%,551326800.0%,551386800.0%,552529200.7%,553379300.0%,554824100.0%,
Finland,Households,Total,###,257203190.5%,258413047.6%,259862400.0%,261695700.0%,265465700.0%,269453700.0%,260118696.9%,275693400.0%,276264600.4%,276689650.0%,277412050.0%,
Finland,Broadband coverage (>2Mbps),Total,% of Households,96.2%,96.5%,96.5%,96.5%,96.5%,94.4%,93.0%,93.0%,#N/A,#N/A,#N/A,
Finland,Broadband coverage (>30Mbps),Total,% of Households,65.6%,66.8%,66.8%,66.7%,66.0%,70.6%,73.0%,75.0%,77.0%,78.0%,81.0%,
Finland,Broadband coverage (>100Mbps),Total,% of Households,29.4%,33.7%,33.7%,32.5%,43.4%,51.8%,62.0%,64.0%,65.0%,71.0%,78.0%,
Finland,Broadband coverage (>1Gbps),Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,40.0%,47.0%,51.0%,60.0%,71.0%,
Finland,Broadband coverage (>1Gbps upload and download),Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,15.0%,33.0%,
Finland,Fixed broadband coverage,Total,% of Households,96.7%,97.0%,97.0%,97.0%,97.0%,94.4%,93.5%,93.5%,89.9%,82.4%,82.7%,
Finland,NGA coverage,Total,% of Households,72.1%,75.1%,74.6%,73.5%,74.1%,73.9%,75.3%,75.0%,74.0%,74.9%,79.7%,
Finland,Fixed VHCN coverage (FTTP & DOCSIS 3.1),Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,61.8%,66.7%,68.0%,70.8%,77.7%,
Finland,VHCN coverage (as defined by BEREC),Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
Finland,DSL,Total,% of Households,93.4%,94.0%,94.0%,94.0%,94.0%,86.5%,78.9%,71.0%,60.2%,42.0%,27.5%,
Finland,VDSL,Total,% of Households,46.0%,48.4%,48.4%,48.4%,48.5%,48.5%,48.6%,48.7%,44.8%,34.0%,22.6%,
Finland,VDSL 2 Vectoring,Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,41.8%,41.9%,38.7%,29.6%,19.9%,
Finland,FTTP,Total,% of Households,29.4%,30.7%,31.4%,31.6%,31.7%,31.4%,35.2%,37.7%,40.0%,50.3%,61.1%,
Finland,Cable modem DOCSIS 3.0,Total,% of Households,42.5%,44.3%,44.4%,37.8%,36.2%,36.1%,36.9%,37.8%,36.9%,37.9%,32.4%,
Finland,Cable modem DOCSIS 3.1,Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,36.9%,37.8%,36.9%,37.9%,32.4%,
Finland,FWA,Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0%,0.0%,0.0%,0.0%,0.0%,
Finland,LTE,Total,% of Households,85.5%,92.1%,92.1%,100.0%,99.6%,100.0%,100.0%,100.0%,100.0%,100.0%,#N/A,
Finland,Average LTE coverage,Total,% of Households,#N/A,#N/A,#N/A,97.0%,98.3%,99.0%,99.1%,99.1%,99.1%,#N/A,#N/A,
Finland,5G,Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,12.4%,71.6%,94.7%,98.3%,
Finland,5G in the 3.4–3.8 GHz band,Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,83.9%,89.7%,
Finland,Satellite,Total,% of Households,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,
Finland,Overall broadband coverage,Total,% of Households,99.8%,99.8%,100.0%,100.0%,99.9%,100.0%,#N/A,#N/A,#N/A,#N/A,#N/A,
Finland,DOCSIS 3.0 & FTTP coverage,Total,% of Households,#N/A,#N/A,#N/A,#N/A,59.1%,57.9%,#N/A,#N/A,#N/A,#N/A,#N/A,
Finland,Cable modem,Total,% of Households,42.5%,44.3%,44.4%,37.8%,36.2%,34.1%,#N/A,#N/A,#N/A,#N/A,#N/A,
Finland,WiMAX,Total,% of Households,2.2%,2.3%,2.3%,0.0%,0.0%,0.0%,#N/A,#N/A,#N/A,#N/A,#N/A,
Finland,HSPA,Total,% of Households,99.5%,99.5%,100.0%,100.0%,99.9%,100.0%,#N/A,#N/A,#N/A,#N/A,#N/A,
France,Land area,Total,km squared,63283340.0%,63283340.0%,63283340.0%,63283340.0%,63283340.0%,63283340.0%,63283340.0%,63283340.0%,63283340.0%,63283340.0%,63283340.0%,
France,Population,Total,###,6532772400.0%,6558811700.0%,6583557900.0%,6619257400.0%,6650675400.0%,6673354500.0%,6672995700.0%,6710872300.0%,6732021600.0%,6765668200.0%,6787192500.0%,
France,Households,Total,###,2840335826.1%,2981278045.5%,2992526318.2%,3008753363.6%,3023034272.7%,3033342954.5%,2883399389.7%,2899835648.3%,2890343836.3%,2904495603.8%,2913300051.5%,
France,Broadband coverage (>2Mbps),Total,% of Households,97.0%,97.0%,97.1%,97.4%,97.5%,97.3%,99.7%,99.7%,#N/A,#N/A,#N/A,
France,Broadband coverage (>30Mbps),Total,% of Households,37.0%,40.0%,41.3%,50.0%,55.5%,58.3%,62.0%,64.8%,74.4%,81.6%,86.5%,
France,Broadband coverage (>100Mbps),Total,% of Households,26.6%,26.9%,28.4%,33.9%,39.2%,47.4%,50.3%,55.8%,65.3%,74.0%,82.1%,
France,Broadband coverage (>1Gbps),Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,43.8%,52.2%,63.8%,73.2%,81.7%,
France,Broadband coverage (>1Gbps upload and download),Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,73.2%,80.7%,
France,Fixed broadband coverage,Total,% of Households,99.7%,99.7%,99.8%,100.0%,100.0%,100.0%,100.0%,100.0%,99.9%,100.0%,100.0%,
France,NGA coverage,Total,% of Households,40.9%,42.6%,44.8%,47.0%,51.9%,58.5%,62.1%,69.0%,73.7%,80.4%,86.2%,
France,Fixed VHCN coverage (FTTP & DOCSIS 3.1),Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,43.8%,52.6%,63.4%,73.4%,81.4%,
France,VHCN coverage (as defined by BEREC),Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,81.4%,
France,DSL,Total,% of Households,99.4%,99.5%,99.5%,99.9%,100.0%,100.0%,100.0%,99.2%,98.8%,97.5%,97.3%,
France,VDSL,Total,% of Households,13.4%,15.5%,16.7%,18.2%,18.9%,19.6%,19.7%,20.4%,15.7%,15.9%,16.6%,
France,VDSL 2 Vectoring,Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0%,0.0%,0.0%,0.0%,0.0%,
France,FTTP,Total,% of Households,10.5%,13.6%,15.5%,20.8%,28.3%,37.8%,43.8%,52.6%,63.4%,73.4%,81.4%,
France,Cable modem DOCSIS 3.0,Total,% of Households,30.3%,29.2%,29.5%,27.8%,27.8%,28.6%,27.0%,27.0%,23.1%,20.0%,19.7%,
France,Cable modem DOCSIS 3.1,Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0%,0.0%,0.0%,0.0%,0.0%,
France,FWA,Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,55.0%,56.5%,58.1%,99.1%,99.0%,
France,LTE,Total,% of Households,68.0%,75.4%,77.5%,93.8%,98.0%,99.3%,99.5%,99.8%,99.9%,100.0%,#N/A,
France,Average LTE coverage,Total,% of Households,#N/A,#N/A,#N/A,78.3%,88.6%,95.3%,98.6%,99.1%,99.3%,#N/A,#N/A,
France,5G,Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0%,74.4%,88.8%,93.2%,
France,5G in the 3.4–3.8 GHz band,Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,52.3%,64.8%,
France,Satellite,Total,% of Households,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,
France,Overall broadband coverage,Total,% of Households,99.9%,100.0%,100.0%,100.0%,100.0%,100.0%,#N/A,#N/A,#N/A,#N/A,#N/A,
France,DOCSIS 3.0 & FTTP coverage,Total,% of Households,#N/A,#N/A,#N/A,#N/A,42.2%,49.3%,#N/A,#N/A,#N/A,#N/A,#N/A,
France,Cable modem,Total,% of Households,30.3%,29.2%,29.5%,27.9%,27.8%,28.6%,#N/A,#N/A,#N/A,#N/A,#N/A,
France,WiMAX,Total,% of Households,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,#N/A,#N/A,#N/A,#N/A,#N/A,
France,HSPA,Total,% of Households,99.8%,99.8%,99.8%,99.9%,99.9%,99.8%,#N/A,#N/A,#N/A,#N/A,#N/A,
Germany,Land area,Total,km squared,35719000.0%,35719000.0%,35719000.0%,35719000.0%,35719000.0%,35764868.6%,35764868.6%,35764868.6%,35764868.6%,35764868.6%,35718500.0%,
Germany,Population,Total,###,8052767900.0%,8202741100.0%,8076746300.0%,8119619500.0%,8213394100.0%,8217568400.0%,8279235100.0%,8301921300.0%,8217568400.0%,8315503300.0%,8319531800.0%,
Germany,Households,Total,###,3989406400.0%,4066828487.6%,3989406400.0%,4023797362.5%,4070277926.2%,4074388800.0%,4142957700.0%,4150958100.0%,4164872900.0%,4128358200.0%,4136755600.0%,
Germany,Broadband coverage (>2Mbps),Total,% of Households,99.4%,99.8%,99.9%,97.1%,97.1%,97.5%,98.5%,99.0%,#N/A,#N/A,#N/A,
Germany,Broadband coverage (>30Mbps),Total,% of Households,65.2%,74.6%,76.7%,80.7%,84.1%,87.9%,92.2%,94.7%,95.9%,94.2%,96.1%,
Germany,Broadband coverage (>100Mbps),Total,% of Households,56.4%,62.1%,63.5%,64.9%,65.4%,66.3%,81.8%,85.7%,89.6%,91.0%,92.9%,
Germany,Broadband coverage (>1Gbps),Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,34.1%,55.9%,62.1%,68.6%,73.6%,
Germany,Broadband coverage (>1Gbps upload and download),Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,12.4%,
Germany,Fixed broadband coverage,Total,% of Households,96.6%,97.0%,97.4%,97.7%,97.7%,97.5%,98.6%,99.0%,99.5%,99.2%,99.0%,
Germany,NGA coverage,Total,% of Households,74.8%,79.3%,81.4%,81.8%,84.1%,87.9%,92.2%,94.7%,95.9%,97.4%,95.6%,
Germany,Fixed VHCN coverage (FTTP & DOCSIS 3.1),Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,34.4%,55.9%,74.9%,70.1%,74.7%,
Germany,VHCN coverage (as defined by BEREC),Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
Germany,DSL,Total,% of Households,94.9%,94.0%,96.6%,97.1%,97.1%,97.4%,97.9%,98.7%,99.4%,97.7%,96.7%,
Germany,VDSL,Total,% of Households,33.5%,42.2%,48.5%,58.8%,69.0%,76.9%,85.6%,89.2%,91.3%,94.8%,86.6%,
Germany,VDSL 2 Vectoring,Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,65.4%,72.7%,79.4%,74.2%,79.4%,
Germany,FTTP,Total,% of Households,4.4%,4.3%,6.6%,7.1%,7.3%,8.5%,10.5%,13.8%,15.4%,19.3%,29.8%,
Germany,Cable modem DOCSIS 3.0,Total,% of Households,55.8%,60.4%,62.7%,63.5%,63.7%,63.9%,66.3%,66.9%,67.9%,62.8%,63.5%,
Germany,Cable modem DOCSIS 3.1,Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,29.3%,50.3%,67.2%,62.3%,63.1%,
Germany,FWA,Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,88.7%,89.7%,90.0%,89.8%,90.3%,
Germany,LTE,Total,% of Households,81.0%,90.3%,94.0%,96.6%,96.5%,97.5%,98.6%,99.7%,100.0%,99.8%,#N/A,
Germany,Average LTE coverage,Total,% of Households,#N/A,#N/A,#N/A,86.0%,87.7%,90.1%,93.7%,94.3%,98.0%,#N/A,#N/A,
Germany,5G,Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,17.8%,86.5%,93.2%,98.1%,
Germany,5G in the 3.4–3.8 GHz band,Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,36.5%,43.8%,
Germany,Satellite,Total,% of Households,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,
Germany,Overall broadband coverage,Total,% of Households,99.9%,97.9%,99.9%,99.9%,99.9%,99.9%,#N/A,#N/A,#N/A,#N/A,#N/A,
Germany,DOCSIS 3.0 & FTTP coverage,Total,% of Households,#N/A,#N/A,#N/A,#N/A,65.7%,66.3%,#N/A,#N/A,#N/A,#N/A,#N/A,
Germany,Cable modem,Total,% of Households,59.5%,61.2%,63.2%,63.7%,63.8%,64.1%,#N/A,#N/A,#N/A,#N/A,#N/A,
Germany,WiMAX,Total,% of Households,12.8%,9.9%,10.4%,10.0%,10.3%,10.3%,#N/A,#N/A,#N/A,#N/A,#N/A,
Germany,HSPA,Total,% of Households,92.2%,90.7%,91.5%,92.1%,91.5%,91.3%,#N/A,#N/A,#N/A,#N/A,#N/A,
Greece,Land area,Total,km squared,13162100.0%,13162100.0%,13162100.0%,13162100.0%,13162100.0%,13162100.0%,13162100.0%,13162100.0%,13162100.0%,13162100.0%,13162100.0%,
Greece,Population,Total,###,1129006700.0%,1106250800.0%,1090370400.0%,1092660800.0%,1081200900.0%,1076819300.0%,1074116500.0%,1072459900.0%,1071856500.0%,1067863200.0%,1045978200.0%,
Greece,Households,Total,###,470419600.0%,425481076.9%,436148160.0%,437064320.0%,432480360.0%,430727720.0%,429646600.0%,428983960.0%,428742600.0%,427145280.0%,418391280.0%,
Greece,Broadband coverage (>2Mbps),Total,% of Households,93.8%,94.3%,94.9%,94.5%,95.0%,95.7%,99.5%,99.6%,#N/A,#N/A,#N/A,
Greece,Broadband coverage (>30Mbps),Total,% of Households,13.5%,30.8%,33.2%,44.9%,48.6%,61.3%,79.7%,86.8%,96.6%,96.0%,97.5%,
Greece,Broadband coverage (>100Mbps),Total,% of Households,0.4%,0.4%,0.4%,0.4%,0.4%,0.4%,41.6%,48.9%,54.6%,63.9%,60.7%,
Greece,Broadband coverage (>1Gbps),Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7.0%,10.2%,19.0%,27.9%,39.5%,
Greece,Broadband coverage (>1Gbps upload and download),Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,18.6%,26.1%,39.5%,
Greece,Fixed broadband coverage,Total,% of Households,94.5%,95.1%,95.4%,95.6%,96.2%,96.4%,99.5%,99.2%,99.4%,99.0%,97.3%,
Greece,NGA coverage,Total,% of Households,26.9%,34.0%,36.3%,48.5%,52.5%,65.9%,80.6%,86.7%,91.7%,86.3%,88.9%,
Greece,Fixed VHCN coverage (FTTP & DOCSIS 3.1),Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7.1%,10.2%,19.8%,27.8%,38.4%,
Greece,VHCN coverage (as defined by BEREC),Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
Greece,DSL,Total,% of Households,94.4%,95.0%,95.2%,95.6%,96.1%,96.4%,98.9%,98.8%,98.8%,97.9%,96.0%,
Greece,VDSL,Total,% of Households,26.7%,33.8%,36.1%,48.3%,52.3%,65.7%,74.2%,80.3%,81.3%,76.3%,77.1%,
Greece,VDSL 2 Vectoring,Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,48.7%,52.7%,53.7%,54.5%,54.9%,
Greece,FTTP,Total,% of Households,0.4%,0.4%,0.4%,0.4%,0.4%,0.4%,7.1%,10.2%,19.8%,27.8%,38.4%,
Greece,Cable modem DOCSIS 3.0,Total,% of Households,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.5%,0.6%,0.0%,0.0%,0.0%,
Greece,Cable modem DOCSIS 3.1,Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0%,0.0%,0.0%,0.0%,0.0%,
Greece,FWA,Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.9%,0.9%,0.8%,0.7%,0.0%,
Greece,LTE,Total,% of Households,54.8%,70.2%,79.7%,90.1%,94.0%,98.2%,99.1%,99.2%,99.5%,99.6%,#N/A,
